Sentence,Errors
Calvin could will eat the beef waffles.,"[{'ruleId': 'TWO_CONNECTED_MODAL_VERBS', 'message': 'Two modal verbs in a row. Did you mean: “could, will”, “could” or “will”?', 'suggestions': ['could, will', 'could', 'will']}]"
Calvin will could eat the beef waffles.,[]
I might ate deep fried muffins.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘might’ requires the verb’s base form.', 'suggestions': ['eat']}, {'ruleId': 'EN_COMPOUNDS_DEEP_FRIED', 'message': 'This word is normally spelled with a hyphen.', 'suggestions': ['deep-fried']}]"
He always might eats deep fried muffins.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘might’ requires the verb’s base form.', 'suggestions': ['eat']}, {'ruleId': 'EN_COMPOUNDS_DEEP_FRIED', 'message': 'This word is normally spelled with a hyphen.', 'suggestions': ['deep-fried']}]"
He will eats deep fried muffins.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘will’ requires the verb’s base form.', 'suggestions': ['eat']}, {'ruleId': 'EN_COMPOUNDS_DEEP_FRIED', 'message': 'This word is normally spelled with a hyphen.', 'suggestions': ['deep-fried']}]"
The cat had haven eaten.,[]
The cat was being eating.,[]
The cat was having eaten.,[]
The cake was been eating.,"[{'ruleId': 'WAS_BEEN', 'message': 'Did you mean “was” or “has been”?', 'suggestions': ['was', 'has been']}]"
The cake was have eaten.,[]
John must not do have eaten.,[]
John must do not have eaten.,[]
I wanted that he should leave.,[]
I wanted he should leave.,[]
I wanted if he should leave.,[]
Heidi investigated that John ate the cauliflower.,[]
Heidi investigated John ate the cauliflower.,[]
Heidi investigated John to eat the cauliflower.,[]
Heidi investigated to eat the cauliflower.,[]
John said if Heidi was obsessed with broccoli.,[]
John said Heidi to eat the broccoli.,[]
Andy promised if we would go.,[]
Andy promised us to go.,[]
"If he is a rich man, he'd buy a diamond ring.",[]
I want Bradley that left.,[]
John thinks that left.,[]
Bill is likely John to hit.,[]
It was kissed the puppy.,[]
Patrick is likely that left.,[]
It is likely Patrick to leave.,[]
Patrick to leave is likely.,[]
She was kissed him.,[]
It was kissed her.,[]
There danced three men at the palace.,[]
There arrived three men at the palace.,[]
It seems Sonny to love Cher.,[]
Bill was bitten the dog.,[]
Donny is likely that left.,[]
The bed was fallen on by the dust.,[]
Was been hit by Bill by the baseball.,"[{'ruleId': 'WAS_BEEN', 'message': 'Did you mean “was” or “has been”?', 'suggestions': ['Was', 'Has been']}]"
The book was been given by Bill by Sue.,"[{'ruleId': 'WAS_BEEN', 'message': 'Did you mean “was” or “has been”?', 'suggestions': ['was', 'has been']}]"
Was sunk by the boat.,[]
Louis was sent a book to.,[]
To Louis was sent a book.,[]
A book was sent Louis.,[]
"The man, who I think might be drunk, that is escaping hit me.",[]
What did Bill make the claim that he read in the syntax book?,[]
Which cake did you see the man who baked?,[]
How do you wonder what John bought?,[]
Who did you wonder what kissed?,[]
Who did you like and John?,[]
What did you eat some popcorn and drink?,[]
Josh gave Clay carefully a book.,[]
Briana showed himself Justin.,[]
I blew up it.,[]
Jean is likely.,[]
Is likely Jean to leave.,[]
It is reluctant that Jean left.,[]
That Jean left is reluctant.,[]
Is likely to Jean dance.,[]
I want she to dance.,[]
Louis begged Kate that she leave her job.,[]
Louis begged Kate to shave himself.,[]
Which language do you want to hire someone who speaks?,[]
"They want to hire someone who speaks a Balkan language, but I don't know which language.",[]
Chris said that himself was sad.,[]
Heidi believes Bill's description of herself.,[]
Heidi believes John's description of herself.,[]
Heidi dislikes the TV's depiction of herself.,[]
Heidi said that Bill's pictures of herself were embarrassing.,[]
Chris said that himself was angry.,[]
John loves Mary's pictures of himself.,[]
John thinks that Mary's depiction of himself is wrong.,[]
John loves him.,[]
John talked to any woman.,[]
Any woman contributed to the fund.,[]
You must pick any flower.,[]
Any pilot must be flying this plane.,[]
Any lion is usually majestic.,[]
"Usually, any lion is majestic.",[]
"Often, any lion is majestic.",[]
"Always, any lion is majestic.",[]
Mary talked to any man or any woman.,[]
"Every student in Mary's class, whoever they were, happened to vote Republican.",[]
"Every woman standing under that tree, whoever she may be, is Mary's friend.",[]
Any student in Mary's class happened to vote.,[]
Any woman standing under that tree is Mary's friend.,[]
John talked to any powerful politician.,[]
John bought any picture of Queen Elizabeth.,[]
Any lion is generally majestic.,[]
Any lion is rare.,[]
Yesterday John talked to any woman.,[]
Mary talked to any angry student.,[]
Mary talked to any actual student.,[]
Any pilot on duty today must be flying this plane.,[]
You must pick any flower in this bed.,[]
You must pick any of the flowers.,[]
Mary picked any of the flowers.,[]
Confiscate any of this liquor.,[]
Mary didn't see almost every flower.,[]
Mary didn't see almost any flower.,[]
There were twenty students at the lecture and any student who was there said it was inspiring.,[]
We have many graduate students but this year the graduate director met with any student in the graduate program individually to discuss their progress.,[]
Susan found any book she had been looking for at Borders.,[]
Paul has interviewed any student who was at the scene of the crime and Kate has interviewed them too.,[]
Professor Smith would support Sue and Prof Jones Bill.,[]
There is any book by Chomsky in this library.,[]
There's anything Mary had asked for in this store.,[]
Bill offered Mary anything he had cooked for dinner.,[]
John slipped in front of anyone who was there.,[]
At 4 p.m. I saw John lecturing to anyone who was near him.,[]
John saw anything.,[]
Some who read anything passed.,[]
Some answered any question.,[]
Every student answered any question.,[]
"Every cat doesn't like mice, but Felix doesn't.",[]
The man chased Fido returned.,[]
The man I think that chased Fido returned.,[]
The man who I think that chased Fido returned.,[]
Who do you think that saw you?,[]
Who do you regret that saw you?,[]
Who do you regret you saw?,[]
Who do you regret saw you?,[]
Who did you believe that came?,[]
Who did you wonder whether came?,[]
Who did you wonder if came?,[]
Who did you arrange for to come?,[]
Which table did you wonder on Kim put the book?,[]
Which did you buy the table on Kim put the book?,[]
What do you believe that iron is to be a fact well known to virtually everybody?,[]
Who did you wonder saw Kim?,[]
Which did you buy the table supported the book?,[]
"The fact, I put it down to that Kim came.",[]
"The table, I put Kim on which supported the book.",[]
The talkative and a bully man entered.,[]
Talkative and a bully entered.,[]
John is easy to please and to love Mary.,[]
The man who Mary loves and Sally hates George computed my tax.,[]
The kennel in which Mary made and Fido sleeps has been stolen.,"[{'ruleId': 'COMMA_COMPOUND_SENTENCE_2', 'message': 'Use a comma before “and” if it connects two independent clauses (unless they are closely connected and short).', 'suggestions': [', and']}]"
John saw more horses than Bill saw cows or Pete talked to.,[]
I know a man who Bill saw and liked Mary.,[]
I wonder who Bill saw and liked Mary.,[]
John asked who and where Bill had seen.,[]
Where and when did Bill put the book?,[]
Which city and which conference did Bill go to to?,"[{'ruleId': 'ENGLISH_WORD_REPEAT_RULE', 'message': 'Possible typo: you repeated a word', 'suggestions': ['to']}]"
Which city and to which conference did Bill go to?,[]
To which city and which conference did Bill go to?,[]
"John, who and whose friends you saw, is a fool.",[]
I find it easy to believe - but Joan finds it hard to believe - Tom to be dishonest.,[]
"John offered, and Harry gave, Sally a Cadillac.",[]
"John told, and Harry showed, Seymour that Sally was a virgin.",[]
The Ethel was sitting at her desk.,[]
Accountant was sitting at her desk.,[]
I would like an accountants to sort out my tax return.,"[{'ruleId': 'A_NNS', 'message': 'The plural noun “accountants” cannot be used with the article “an”. Did you mean “an accountant” or “accountants”?', 'suggestions': ['an accountant', 'accountants']}]"
This truck spread fewer salt than that one.,[]
The White Rabbit vanished his watch.,[]
Dogs chase.,[]
Into Jeeves sauntered the room.,[]
Lecturer was sitting at her desk.,[]
Too much vehicles are damaged by salt.,"[{'ruleId': 'MUCH_COUNTABLE', 'message': 'Use “many” with countable plural nouns like ‘vehicles’.', 'suggestions': ['many']}]"
Too many salt damages vehicles.,[]
"Because did Marianne love Willoughby, she refused to.","[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Willougbhy']}]"
"If did Emma leave Hartfield, Mr Woodhouse would be unhappy.","[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Hatfield', 'Hartsfield', 'Hart field']}]"
"When did Fanny return, she found Tom Bertram very ill.",[]
The cottage which did Mrs Dashwood accept was rather small.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Dash wood']}]"
Catherine feared that was the Abbey haunted.,[]
The person who in came at that moment was Aunt Norris.,[]
"Because in came Aunt Norris, Fanny stopped talking.",[]
"When in came Aunt Norris, Fanny stopped talking.",[]
"Because into the room came Aunt Norris, Fanny stopped talking.",[]
"When into the room came Aunt Norris, Fanny stopped talking.",[]
The person who never had he been so offended was Sir Thomas.,[]
"Because never had Sir Thomas been so offended, even Mr Yates left.",[]
"When never had Sir Thomas been so offended, Mr Yates left.",[]
"We realised that Dr Jones died because he ate too much rich food, didn't he?","[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake. ‘realised’ is British English.', 'suggestions': ['realized']}]"
The person who ate too much rich food didn't he was Dr.,[]
"Because Dr Jones ate too much rich food didn't he, he died of apoplexy.",[]
"When Dr Jones died of apoplexy didn't he, Mary Crawford went to live with his wife.",[]
Because in came Aunt Norris Fanny stopped talking.,[]
"Because never had Sir Thomas been so offended, Mr Yates left.",[]
Fanny stopped talking when in came Aunt Norris.,[]
When in came Aunt Norris Fanny stopped talking.,[]
Fanny continued talking although in came Aunt Norris.,"[{'ruleId': 'COMMA_COMPOUND_SENTENCE_2', 'message': 'Use a comma before ‘although’ if it connects two independent clauses (unless they are closely connected and short).', 'suggestions': [', although']}]"
"Although in came Aunt Norris, Fanny continued talking.",[]
Fanny regretted being talking to Mary.,[]
All Mr Collins has done is have praised Lady de Bourg.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Borg', 'Burg']}]"
Henry wanted to possibly marry Fanny.,[]
He was knowing the country well.,[]
Ayala went to the ball and Jonathan Stubbs chatted to.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Stubby', 'Stubs']}]"
Larry all hunted the foxes.,[]
Larry hunted the foxes all.,[]
George both built the houses.,[]
George built the houses both.,[]
Ayala sent back her cousin the diamond necklace.,[]
The experts attributed Raphael this picture.,[]
I forwarded Winifred the letter.,[]
The manager presented the foreman a gold watch.,[]
Kick John the ball.,[]
The critics ascribe Shakespeare this play.,[]
Who was the book sent by John.,[]
What place was the book sent by John?,[]
Only the best students would he give this book.,[]
Only Glasgow would he travel by train.,[]
It is the best students he gives this book.,[]
It is Ireland that he is going.,[]
Golfer who is in training has a pretty powerful swing.,[]
What happened was they knew his parents.,[]
We are knowing this theory.,"[{'ruleId': 'PROGRESSIVE_VERBS', 'message': 'The verb ‘know’ can be stative. If ‘knowing’ describes a state, change the sentence structure and use the base form of the verb.', 'suggestions': []}]"
What she did was know this theory.,[]
What she did was be very cold.,[]
What she did was own all the land round here.,[]
The volcano erupts on Tuesday.,[]
It's high time Fiona gets a job.,[]
The scene of the movie and that I wrote was in Chicago.,[]
John sang beautifully and a carol.,[]
The irritating and a bully man was my brother.,[]
Soon irritating and a bully started shouting again.,[]
Connie has become of the opinion that we should get out.,[]
Tracy became awarded a prize.,[]
Chris will become talking to colleagues.,[]
Tracy has become a republican and of the opinion that we must place nuclear weapons in Europe.,[]
Chris became quite conservative and trying to change their minds.,[]
Gerry became a republican and awarded a prize.,[]
Kim alienated cats and beaten his dog.,[]
Kim beating his dog and alienates cats.,[]
Kim to beat his dog and alienated cats.,[]
Kim beaten his dog and alienates cats.,[]
Who did you say my talking to would bother Hilary?,[]
Which books did Robin talk to Chris and read?,[]
Which books did Robin read and talk to Chris?,[]
Who did Robin visit and?,[]
I have gone and buys some whiskey.,[]
To go and buying whiskey is not the solution to your problem.,[]
I will go and bought some whiskey.,[]
I tried and buy some whiskey.,[]
I was trying and buying some whiskey.,[]
What did you say I went and get?,[]
What did you say I go and got?,[]
The boys and the girls seems happy.,"[{'ruleId': 'AGREEMENT_SENT_START', 'message': 'You should probably use “seem”.', 'suggestions': ['seem']}]"
Either the boys or the girls is going to be there.,[]
The students and Professor Swansong is meeting in the park.,[]
Either Professor Swansong or the graduate students is going to proctor the exam.,[]
"John drinks coffee at 11, and Mary, tea at 10:30.",[]
"John left at 11 and at 12, Bill.",[]
John didn't see Mary and Bill Sue.,[]
"Kim likes Sandy, and Lee to Leslie.",[]
"Pat wanted to go to Berne, and Chris going to Rome.","[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Borne', 'Bern', 'Bernie', 'Byrne', 'Herne', 'Verne', 'Berle', 'Bernd']}]"
Kim gave a dollar to Bobbie and a dime into his pocket.,[]
"Kim likes Lee, and to Ronnie.",[]
Kim likes Sandy and Lee likes to Leslie.,"[{'ruleId': 'WANT_TO_NN', 'message': 'Normally, after “likes to” a verb is expected.', 'suggestions': []}]"
"Pat has become crazy, and Chris in good spirits.",[]
I gave a book to John's mother and a magazine to him.,[]
We talked about that he had worked at the White House.,[]
You can depend on that he will be on time.,[]
Pat was annoyed by that their parents did nothing to stop it.,[]
We talked about that our perspectives had changed over the years and the issues we had worked on as students.,[]
Hole into disappeared ground the the in clever a little.,"[{'ruleId': 'ENGLISH_WORD_REPEAT_RULE', 'message': 'Possible typo: you repeated a word', 'suggestions': ['the']}]"
The snake clever disappeared into a hole in the ground.,[]
This girl in the red coat will put a picture of Bill it on your desk before tomorrow.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['a', 'PA', 'LA', 'MA', 'DA', 'UA', 'ma', 'pa', 'ta', 'Pa', 'A', 'AA', 'BA', 'Ba', 'CA', 'Ca', 'FA', 'GA', 'Ga', 'HA', 'Ha', 'IA', 'Ia', 'JA', 'La', 'Na', 'QA', 'Ra', 'SA', 'TA', 'Ta', 'VA', 'Va', 'WA', 'ZA', 'ca', 'ea', 'fa', 'ha', 'la', 'ya']}, {'ruleId': 'PRP_JJ', 'message': 'Did you mean “is” or “it is”?', 'suggestions': ['is', 'it is']}]"
This girl in the red coat will put a picture of Bill on your desk there before tomorrow.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['on', 'won', 'non', 'son', 'ton', 'ion', 'Jon', 'con', 'Mon', 'Lon', 'eon', 'Ron', 'AON', 'Aon', 'CON', 'DON', 'Don', 'HON', 'Hon', 'ION', 'MON', 'NON', 'ON', 'PON', 'SON', 'Son', 'WON', 'don', 'hon', 'yon']}]"
This girl in the red coat one will put a picture of Bill on your desk before tomorrow.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['girl']}]"
This girl in the red coat will put a picture of Bill on your desk it before tomorrow.,[]
Bill will put a picture of she on your desk before tomorrow.,"[{'ruleId': 'PRP_JJ', 'message': 'A verb may be missing after “she”. Please verify.', 'suggestions': ['she is on', 'she was on']}]"
Her will put a picture of Bill on your desk before tomorrow.,[]
She her will put a picture of Bill on your desk before tomorrow.,"[{'ruleId': 'PRP_THE', 'message': 'A verb may be missing between “She” and “her”, or a word may be misspelled.', 'suggestions': []}]"
Bill will put a picture of she her on your desk before tomorrow.,"[{'ruleId': 'PRP_THE', 'message': 'A verb may be missing between “she” and “her”, or a word may be misspelled.', 'suggestions': []}]"
This girl in the red coat will and dress must put a picture of Bill on your desk.,[]
This girl in the or on the red coat will put a picture of Bill on your desk.,"[{'ruleId': 'THE_CC', 'message': 'It appears that a noun is missing after “the”.', 'suggestions': []}]"
"Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
"This your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.","[{'ruleId': 'A_MY', 'message': 'A determiner cannot be combined with a possessive pronoun. Did you mean simply “This” or “your”?', 'suggestions': ['This', 'Your']}]"
"Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
"Red picture desk, this girl in the red coat will put a picture of.",[]
"Before your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
"Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
"The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
"Of Bill on, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
"Will put, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
"Your desk before, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",[]
It is before tomorrow that this girl in the red coat will put a picture of Bill on your desk before tomorrow.,[]
it is the tall man coming from England that Mary saw the tall man coming from England.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['It']}]"
it is the tall man come from the back that Mary saw the tall man come from the back.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['It']}]"
It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.,[]
What Mary gave was a book to John.,[]
What Mary donated was a lot of money to NPR.,[]
It is deadly afraid of flying that John became.,[]
It is that he wants to quit school that John told us.,[]
It is to be gentle that John promised.,[]
It is arrive tomorrow that Mary will.,"[{'ruleId': 'BEEN_PART_AGREEMENT', 'message': 'Consider using either the past participle “arrived” or the present participle “arriving” here.', 'suggestions': ['arrived', 'arriving']}]"
I sent to you it.,[]
I sent to you recipes.,[]
It was John Bill that were waiting at the restaurant.,[]
I prefer for the girl to will win.,[]
I prefer for the girl to wins.,[]
That him won the race could surprise them.,[]
For he to win the race would surprise them.,[]
"Think about linguistics all night, she does think about linguistics all night.",[]
"Climb to the top, they do climb to the top.",[]
John can go to the market to India.,[]
Mary should buy some flowers some bread.,[]
My niece could write me you letters.,[]
My nephew could write letters the postcards to his parents.,[]
It was some beer or it took place some beer.,"[{'ruleId': 'COMMA_COMPOUND_SENTENCE', 'message': 'Use a comma before ‘or’ if it connects two independent clauses (unless they are closely connected and short).', 'suggestions': [', or']}]"
I said.,[]
I prefer.,[]
I put the book.,[]
I put.,[]
"They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me.",[]
The time elapsed the day.,[]
I liked.,[]
They surrounded.,[]
I handed the ball.,[]
I handed to Reg.,[]
I handed.,[]
John needed.,[]
John criticized.,[]
The agency classified.,[]
It mattered with a telescope.,[]
I emptied it with butter.,[]
Mary will complete her exam for an hour.,[]
The hiker will reach the top of the mountain for an hour.,[]
I saw the physics one.,[]
I saw the one of physics.,[]
It is of physics.,[]
They are intense of Bill.,[]
They are special of Bill.,[]
It is readable of the paper.,[]
They are readable of the paper.,[]
John studies carefully Russian.,[]
"Yes, she.",[]
"Yes, she will use.",[]
"Yes, she used.",[]
"Mary won't have been eating cake, but John.",[]
John will have been eating enthusiastically cake.,[]
John studied carefully Russian.,[]
Goes John to school?,[]
Mary thinks whether Bill will come.,[]
Mary thinks for Bill to come.,[]
Mary wonders for Bill to come.,[]
Mary prefers that Bill will come.,[]
Mary prefers whether Bill will come.,[]
I wonder whether has Mary worked for Microsoft.,"[{'ruleId': 'IF_VB', 'message': 'It seems that a pronoun is missing.', 'suggestions': ['whether it', 'whether she', 'whether he']}]"
I wonder has whether Mary worked for Microsoft.,[]
Will not John go to school?,"[{'ruleId': 'SENT_START_ARE_NOT_ARENT_FORMAL', 'message': 'Questions beginning with ‘Will not’ can sound very formal.', 'suggestions': [""Won't""]}]"
Should not Mary taste the soup?,"[{'ruleId': 'SENT_START_ARE_NOT_ARENT_FORMAL', 'message': 'Questions beginning with ‘Should not’ can sound very formal.', 'suggestions': [""Shouldn't""]}]"
Has not Henri studied for his exam?,"[{'ruleId': 'NO_NOT', 'message': 'The correct negation here seems to be “no”?', 'suggestions': ['no']}]"
Is not Bill sick?,"[{'ruleId': 'SENT_START_ARE_NOT_ARENT_FORMAL', 'message': 'Questions beginning with ‘Is not’ can sound very formal.', 'suggestions': [""Isn't""]}]"
Did not Sue pass her exam?,[]
Sue put.,[]
Henri arrived Bill.,[]
Mary wonders that John said if Bill left.,[]
Henri told Sue in the drawer that Bill put socks.,[]
her will the race.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['Her']}]"
John not liked Mary.,[]
John liked not Mary.,[]
He will indeed not endorse the treaty.,[]
I read these big three books.,[]
Mary sent.,[]
Bill examined a book.,[]
Sincerity examined a book.,[]
We put.,[]
We think for Bill left.,[]
We think if Bill left.,[]
We wonder that Bill left.,[]
John hurt John with John's umbrella when John tried to open it.,[]
Himself should decide soon.,[]
Mary wrote a letter to himself last year.,[]
the boy likes herself.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the boy likes themselves.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the girls likes herself.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}, {'ruleId': 'AGREEMENT_SENT_START', 'message': 'You should probably use “like”.', 'suggestions': ['like']}]"
the girls likes yourselves.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}, {'ruleId': 'AGREEMENT_SENT_START', 'message': 'You should probably use “like”.', 'suggestions': ['like']}]"
Himself likes John.,[]
Mary noticed John's excessive appreciation of herself.,[]
Mary noticed that John excessively appreciates herself.,[]
John believes that Mary saw himself.,[]
Mary appreciates John and himself.,[]
Mary really appreciates and constantly praises himself and Bill knows it.,[]
They heard John's criticism of each other.,[]
They heard John's criticism of themselves.,[]
John heard that they criticized each other.,[]
They heard that John criticized each other.,[]
I heard John's criticism of myself.,[]
I heard that John criticized myself.,[]
Our rabbit and the neighbor's cat like them.,[]
Bill likes herself.,[]
Himself laughs.,[]
Mary believes that Bill saw herself.,[]
No one's mother saw himself.,[]
I like Mary and she does too.,[]
I like Mary and she does like Mary too.,[]
What she considers is John proud of his work.,[]
What Henry found is Bill sad.,[]
What they saw is Bill leave.,[]
What Henry find was Bill sad.,[]
John heard Mary describe himself.,[]
Mary considers John proud of herself.,[]
The picture of Bill she slept.,[]
She slept the picture of Bill.,[]
Whom left Bill.,"[{'ruleId': 'WHOM_WHO', 'message': 'Did you mean “Who”?', 'suggestions': ['Who']}]"
There stabbed an animal.,[]
There ran many people.,[]
Mary judged there.,[]
I had a realization of there.,[]
There run many people.,[]
There seems to stab an animal.,[]
There seems to run many people to the station.,[]
Susan hopes Susan to sleep.,[]
Everyone hopes him to sleep.,[]
Susan hopes her to sleep.,[]
for John to hurt oneself is stupid.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['For']}]"
John promised Mary to control herself.,[]
John promised Mary to shave herself.,[]
John believes to have slept.,[]
John believes for Bill to have slept.,[]
John believes Bill that Mary has slept.,[]
John convinced to sleep.,[]
John convinced Bill for Mary to sleep.,[]
John convinced that Bill has slept.,[]
it convinced Bill that Mary should sleep.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['It']}]"
John convinced it to be obvious that Bill left.,[]
John convinced it to be raining.,[]
John convinced there to be several firemen available.,[]
John convinced the rice to be cooked by Bill.,[]
I sent Bill money to Mary to Sam.,[]
I praised.,[]
Gilgamesh doesn't be in the dungeon,[]
What I said that was we would go.,[]
Lucy's Gomez's wallet,[]
Peter is some happy pigs which can fly.,[]
Gilgamesh not left.,[]
There arrived by Medea.,[]
The hospital was donated the book to.,[]
They kicked himself,[]
Whiskey do I drink.,[]
He book,"[{'ruleId': 'HE_VERB_AGR', 'message': 'The pronoun ‘He’ is usually used with a third-person or a past tense verb.', 'suggestions': ['books', 'booked']}]"
Which god the statue?,[]
Kiss pigs is my happiest memory,"[{'ruleId': 'AGREEMENT_SENT_START_2', 'message': 'It seems that the correct verb form here is “are”.', 'suggestions': ['are']}]"
Dante accused,[]
The children wails,"[{'ruleId': 'AGREEMENT_SENT_START', 'message': 'You should probably use “wail”.', 'suggestions': ['wail']}]"
Who did you believe that to kiss seemed wrong?,[]
The therapist's analysis of Lucy's,[]
Genie intoned the mirror.,[]
We believed to be omnipotent.,[]
Any boy saw no one.,[]
What I arranged for Jenny was to be present.,[]
He kicked herself,[]
Having read of Shakespeare satisfied me,[]
Medea tried her to leave.,[]
She liked Moya's football.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Maya', 'Mona', 'Goya', 'MOA', 'MYA', 'MoMA', 'Mo ya']}]"
He would can go,"[{'ruleId': 'TWO_CONNECTED_MODAL_VERBS', 'message': 'Two modal verbs in a row. Did you mean: “would, can”, “would” or “can”?', 'suggestions': ['would, can', 'would', 'can']}]"
I believed she is pregnant,[]
It's arrived first that Julie and Jenny,[]
He replied his answer.,[]
The librarians likes books.,"[{'ruleId': 'AGREEMENT_SENT_START', 'message': 'You should probably use “like”.', 'suggestions': ['like']}]"
Can he will do it?,"[{'ruleId': 'DO_XX_MD_VB', 'message': 'One modal verb seems to be obsolete here. Consider rephrasing this sentence.', 'suggestions': ['Will he']}]"
I ordered there to be three books on the subject.,[]
Which poem did you hear those recitals of last night?,[]
She said Moya liked football.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Maya', 'Mona', 'Goya', 'MOA', 'MYA', 'MoMA', 'Mo ya']}]"
when time will you be there.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['When']}]"
I arranged for to see her.,[]
Bill's reading Shakespeare and Maureen's singing Schubert satisfies me,[]
Myself shaved me.,[]
No reading Shakespeare satisfied me,[]
Moya played football with her,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Maya', 'Mona', 'Goya', 'MOA', 'MYA', 'MoMA', 'Mo ya']}]"
I intoned fruit,[]
I wanted any cake.,[]
Aphrodite said he freed the animals and freed the animals he,[]
Gilgamesh doesn't ate the honey,"[{'ruleId': 'DID_BASEFORM', 'message': 'The auxiliary verb ‘do’ requires the base form of the verb.', 'suggestions': ['eat']}]"
Aphrodite do freed animals.,[]
Gilgamesh failed often biology,[]
I have might be flying helicopters.,[]
The Greeks arrived all.,[]
Has not the potion worked,[]
Gomez's photograph of Pugsley of Lucy's,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Presley', 'Puebla', 'Parsley', 'Pulley', 'Pusey', 'Paisley', 'Bagsley', 'Dursley']}]"
Will can he do it?,[]
He could might go,"[{'ruleId': 'TWO_CONNECTED_MODAL_VERBS', 'message': 'Two modal verbs in a row. Did you mean: “could, might”, “could” or “might”?', 'suggestions': ['could, might', 'could', 'might']}]"
Emily showed himself to Benjamin in the mirror.,[]
I said that that Jason was jealous annoyed Medea,[]
I am having eaten seaweed.,[]
Anson demonized old,[]
By is eaten monkey banana that the being,[]
There was he in the garden.,[]
Gilgamesh didn't ate the honey,"[{'ruleId': 'DID_BASEFORM', 'message': 'The auxiliary verb ‘do’ requires the base form of the verb.', 'suggestions': ['eat']}]"
Who did Plato listen to DP Demosthenes' oration about?,[]
Me gave it to him.,[]
where place are you living.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['Where']}]"
